catalog_number,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
418078691,Ring-necked Pheasant,Phasianus colchicus,Ian Sherriffs,2017-05-07,2017,4.96,23,Europe,4.96
264552941,Black Skimmer,Rynchops niger,Brendan Fogarty,2020-09-13,2020,4.96,226,North America,4.96
310187261,Smew,Mergellus albellus,Ema Freiová,2021-02-17,2021,4.96,23,Europe,4.96
245950031,Eurasian Hoopoe,Upupa epops,Dilip C Gupta,2019-04-28,2019,4.96,129,Asia,4.96
500298071,Bare-necked Umbrellabird,Cephalopterus glabricollis,Calíope Rojas,2022-03-25,2022,4.96,180,North America,4.96
513223211,Brown Pelican (California),Pelecanus occidentalis californicus,Tyler Lausten,2022-11-08,2022,4.96,45,North America,4.96
408852991,Fiery-throated Hummingbird,Panterpe insignis,Carlos Sanchez,2021-03-30,2021,4.96,239,North America,4.96
210931331,Golden Eagle,Aquila chrysaetos,Miguel Rouco,2020-02-21,2020,4.96,225,Europe,4.96
592390701,Black Swift,Cypseloides niger,Josh Parks,2023-06-28,2023,4.96,57,North America,4.96
103058101,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Doug Hitchcox,2018-05-25,2018,4.96,140,North America,4.96
613532095,Swamp Sparrow,Melospiza georgiana,N KC,2024-01-14,2024,4.96,140,North America,4.96
86412201,Sunbittern,Eurypyga helias,Cory Gregory,2018-01-20,2018,4.96,139,North America,4.96
244501401,Spotted Pardalote,Pardalotus punctatus,Indra Bone,2020-06-20,2020,4.96,242,Australia,4.96
623243058,Eurasian Dotterel,Eudromias morinellus,Elias Biegger,2024-09-01,2024,4.96,95,Europe,4.96
418288261,Whooping Crane,Grus americana,Skye Haas,2022-02-11,2022,4.96,143,North America,4.96
261806601,Red-breasted Nuthatch,Sitta canadensis,Linda Petersen,2020-09-10,2020,4.96,143,North America,4.96
550556671,Willow Ptarmigan,Lagopus lagopus,Timothy Piranian,2023-03-27,2023,4.96,70,North America,4.96
611613141,White-throated Kingfisher,Halcyon smyrnensis,Sourav Mandal,2023-11-27,2023,4.96,103,Asia,4.96
313876231,Black Bee-eater,Merops gularis,John Sterling,2021-02-05,2021,4.96,28,Africa,4.96
180854341,Spoon-billed Sandpiper,Calidris pygmaea,Lefei Han,2019-10-03,2019,4.96,1821,Asia,4.96
185166141,Purple-crowned Fairywren,Malurus coronatus,Marc Gardner,2019-10-31,2019,4.96,221,Australia,4.96
125816731,Tufted Puffin,Fratercula cirrhata,Declan O’Neil,2018-08-16,2018,4.96,161,North America,4.96
120869991,White-throated Gerygone,Gerygone olivacea,Rohan Clarke,2018-10-28,2018,4.96,27,Australia,4.96
335465821,Great Reed Warbler,Acrocephalus arundinaceus,Maria Kovtun,2021-05-08,2021,4.96,48,Europe,4.96
213783891,Eastern Bluebird,Sialia sialis,Keith Kennedy,2020-03-06,2020,4.96,151,North America,4.96
410337441,Australian Crake,Porzana fluminea,Jake Harfield,2022-01-27,2022,4.96,72,Australia,4.96
199578601,Ross's Goose,Anser rossii,Patrick Sysiong,2020-01-15,2020,4.96,49,North America,4.96
298466781,Sapayoa,Sapayoa aenigma,Chris Fischer,2019-12-12,2019,4.96,49,North America,4.96
611395008,Golden Bush-Robin,Tarsiger chrysaeus,Sanjay tha Shrestha,2023-11-21,2023,4.96,27,Asia,4.96
508454361,Purple Sunbird,Cinnyris asiaticus,Harshvardhan Sharma,2022-11-29,2022,4.96,27,Asia,4.96
27949501,Orchard Oriole (Orchard),Icterus spurius spurius,Eric Peterson,2016-04-29,2016,4.96,83,North America,4.96
189443171,Golden-crowned Kinglet,Regulus satrapa,Matthew Eckerson,2019-11-23,2019,4.96,89,North America,4.96
139202071,Northern Shoveler,Spatula clypeata,August Davidson-Onsgard,2019-02-05,2019,4.96,335,North America,4.96
416810491,White-winged Crossbill,Loxia leucoptera,Joy Wang,2022-02-16,2022,4.96,85,North America,4.96
499613401,Lesser White-fronted Goose,Anser erythropus,Mustafa Kasapoglu,2022-10-30,2022,4.96,53,Asia,4.96
616184095,Carunculated Caracara,Daptrius carunculatus,Ian Hearn,2024-03-16,2024,4.96,266,South America,4.96
526436351,Bonaparte's Gull,Chroicocephalus philadelphia,Matthew Dolkart,2023-01-20,2023,4.96,296,North America,4.96
595867971,White-tailed Ptarmigan,Lagopus leucura,Mason Maron,2023-07-16,2023,4.96,325,North America,4.96
202213251,Ruby-topaz Hummingbird,Chrysolampis mosquitus,Michiel Oversteegen,2020-01-22,2020,4.96,117,South America,4.96
247637281,White-eared Hummingbird,Basilinna leucotis,Jamie Baker,2020-07-01,2020,4.96,77,North America,4.96
622893362,Peruvian Tern,Sternula lorata,Eduardo Quintanilla,2024-08-24,2024,4.96,27,South America,4.96
339607841,Blue-headed Vireo,Vireo solitarius,Rebecca Maier,2021-05-11,2021,4.96,93,North America,4.96
162348451,Green-backed Firecrown,Sephanoides sephaniodes,Gabriela Contreras Buvinić,2019-06-02,2019,4.96,23,South America,4.96
201714371,American Kestrel (South American),Falco sparverius [cinnamominus Group],Paul Molina A,2019-03-10,2019,4.96,23,South America,4.96
343849361,Blue Grosbeak,Passerina caerulea,Ryan Sanderson,2021-05-30,2021,4.96,650,North America,4.96
417459771,Mangrove Cuckoo,Coccyzus minor,Scott Young,2022-02-18,2022,4.96,76,North America,4.96
581745321,Blue-capped Rock-Thrush,Monticola cinclorhyncha,Arindam Roy,2023-05-27,2023,4.96,27,Asia,4.96
612555166,Ancient Murrelet,Synthliboramphus antiquus,Thomas Ford-Hutchinson,2023-12-22,2023,4.96,93,North America,4.96
225986131,Pigeon Guillemot,Cepphus columba,Dorian Anderson,2020-04-15,2020,4.96,645,North America,4.96
350866191,Greater Whitethroat,Curruca communis,Daniel Maza,2020-04-08,2020,4.96,52,Europe,4.96
313086441,Double-barred Finch,Stizoptera bichenovii,Tony Ashton,2021-03-03,2021,4.96,56,Australia,4.96
301398651,Limpkin,Aramus guarauna,Melissa James,2017-05-28,2017,4.96,530,North America,4.96
134028561,Spot-billed Pelican,Pelecanus philippensis,Aravind AM,2018-12-31,2018,4.96,47,Asia,4.96
587489751,Velvet-purple Coronet,Boissonneaua jardini,Ngoc Sam Thuong Dang,2019-03-03,2019,4.96,198,South America,4.96
228035711,Violet Sabrewing,Campylopterus hemileucurus,Nick Dorian,2019-12-28,2019,4.96,78,North America,4.96
179314061,Toco Toucan,Ramphastos toco,Dorothy Wadlow,2019-09-06,2019,4.96,181,South America,4.96
619440131,Black Vulture,Coragyps atratus,Anna Zizak,2024-05-19,2024,4.96,55,North America,4.96
393088451,Red-necked Tanager,Tangara cyanocephala,Jorge Gabriel Campos,2019-07-17,2019,4.96,238,South America,4.96
319193851,Swainson's Warbler,Limnothlypis swainsonii,Aidan Rominger,2020-05-26,2020,4.96,81,North America,4.96
76885271,Snowy Owl,Bubo scandiacus,John Sutton,2017-12-01,2017,4.96,382,North America,4.96
352013461,Plumbeous Redstart,Phoenicurus fuliginosus,Jim Tietz,2020-12-29,2020,4.96,46,Asia,4.96
314893531,Boreal Chickadee,Poecile hudsonicus,Blair Dudeck,2021-03-07,2021,4.96,476,North America,4.96
61721211,Egyptian Nightjar,Caprimulgus aegyptius,Ram Mohan Angadipuram,2016-07-09,2016,4.96,50,Asia,4.96
197847811,Gray-throated Martin,Riparia chinensis,Anuvind Beniwal,2020-01-02,2020,4.96,46,Asia,4.96
488241741,Steller's Jay,Cyanocitta stelleri,Steve Pearl,2022-09-27,2022,4.96,82,North America,4.96
465119751,Spotted Nightjar,Eurostopodus argus,Gil Ewing,2022-07-05,2022,4.96,50,Australia,4.96
174316711,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,Enoch Bultreys,2019-08-26,2019,4.96,50,Australia,4.96
476620471,Streaked Shearwater,Calonectris leucomelas,Jeran Lin,2022-08-19,2022,4.96,57,Asia,4.96
521638581,Trumpeter Swan,Cygnus buccinator,Evan Pak,2023-01-07,2023,4.96,236,North America,4.96
85128921,Northern Screamer,Chauna chavaria,Anthony Kaduck,2017-12-18,2017,4.96,24,South America,4.96
207509021,Yellow-crowned Night Heron,Nyctanassa violacea,Susan Nagi,2020-02-05,2020,4.96,95,North America,4.96
386137411,Gadwall,Mareca strepera,Charles Fitzpatrick,2021-11-07,2021,4.96,96,North America,4.96
266521031,Great Skua,Stercorarius skua,Attila Steiner,2020-09-28,2020,4.96,26,Europe,4.96
344295271,Common Rosefinch,Carpodacus erythrinus,Sedat Asar,2021-06-01,2021,4.96,26,Europe,4.96
507723181,Slender-billed Parakeet,Enicognathus leptorhynchus,Peter Kennerley,2022-11-06,2022,4.96,25,South America,4.96
543548051,Dusky Thrush,Turdus eunomus,Sandy Luk,2023-03-08,2023,4.96,26,Asia,4.96
38172621,Burrowing Parakeet,Cyanoliseus patagonus,Gabriele Vallejos,2016-10-23,2016,4.96,25,South America,4.96
455739561,American Oystercatcher,Haematopus palliatus,Federico Rubio,2022-05-31,2022,4.96,433,South America,4.96
404982591,Whimbrel,Numenius phaeopus,Brian Stone,2022-01-08,2022,4.96,23,Africa,4.96
42820801,Amur Falcon,Falco amurensis,Biju PB,2016-12-18,2016,4.96,25,Asia,4.96
441214861,Wood Warbler,Phylloscopus sibilatrix,Michala Sůvová,2022-04-28,2022,4.96,46,Europe,4.96
622764985,African Pygmy-Goose,Nettapus auritus,Maxence Pajot,2024-07-31,2024,4.96,49,Africa,4.96
225334231,California Quail,Callipepla californica,Alex Bodden,2020-04-19,2020,4.96,100,North America,4.96
410070761,Rock Sandpiper,Calidris ptilocnemis,Cedrik von Briel,2022-01-17,2022,4.96,112,North America,4.96
610869760,Yellow-fronted Woodpecker,Melanerpes flavifrons,Guilherme  Willrich,2023-11-07,2023,4.96,92,South America,4.96
142991541,Golden Tanager,Tangara arthus,Bob Hasenick,2018-12-20,2018,4.96,26,South America,4.96
508409061,Double-banded Courser,Smutsornis africanus,Adriana Dinu,2015-11-13,2015,4.96,23,Africa,4.96
320002041,Common Loon,Gavia immer,Reed Robinson,2020-06-26,2020,4.96,116,North America,4.96
81430751,Channel-billed Toucan,Ramphastos vitellinus,Lorena Patrício,2015-07-04,2015,4.96,25,South America,4.96
508928931,Temminck's Stint,Calidris temminckii,Jaroslav Vaněk,2016-05-18,2016,4.96,26,Europe,4.96
170515191,Piping Plover,Charadrius melodus,Jack Parlapiano,2019-07-16,2019,4.96,216,North America,4.96
204968641,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,Marc FASOL,2016-02-22,2016,4.96,55,South America,4.96
517971801,White-browed Purpletuft,Iodopleura isabellae,Jesus Alferez,2022-12-28,2022,4.96,24,South America,4.96
148341061,Blue-tufted Starthroat,Heliomaster furcifer,Miguel Ansenuza,2019-03-10,2019,4.96,24,South America,4.96
456680271,Pacific Reef-Heron,Egretta sacra,Harn Sheng Khor,2022-06-05,2022,4.96,46,Australia,4.96
309666411,Sandhill Crane,Antigone canadensis,Matt Felperin,2020-03-04,2020,4.96,714,North America,4.96
205668261,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,Chun Fai LO,2017-04-21,2017,4.96,26,Asia,4.96
193627521,Anna's Hummingbird,Calypte anna,Don  DesJardin,2018-12-16,2018,4.96,51,North America,4.96
63174241,Leach's Storm-Petrel,Hydrobates leucorhous,Peter Flood,2017-05-10,2017,4.96,54,Europe,4.96
434115881,Andean Condor,Vultur gryphus,Pablo Re,2022-03-27,2022,4.95,227,South America,4.95
40837391,Juan Fernandez Firecrown,Sephanoides fernandensis,Fabrice Schmitt,2016-11-20,2016,4.95,85,South America,4.95
100407881,Sword-billed Hummingbird,Ensifera ensifera,Drew Weber,2018-04-29,2018,4.95,313,South America,4.95
200159621,Toucan Barbet,Semnornis ramphastinus,Vayun Tiwari,2019-08-07,2019,4.95,65,South America,4.95
339554831,Tawny-throated Dotterel,Oreopholus ruficollis,Fernando Farias,2021-05-17,2021,4.95,85,South America,4.95
372577651,Red-legged Cormorant,Poikilocarbo gaimardi,Jory Teltser,2021-09-23,2021,4.95,816,South America,4.95
145879351,American Goshawk,Astur atricapillus,Daniel Jauvin,2019-03-17,2019,4.95,240,North America,4.95
31711731,Red-billed Quelea,Quelea quelea,Mathew Joseph,2016-07-24,2016,4.95,21,Africa,4.95
410380341,Blue-winged Mountain Tanager,Anisognathus somptuosus,Cameron Carver,2019-02-02,2019,4.95,128,South America,4.95
621574377,Yellow Rail,Coturnicops noveboracensis,Seth Owens,2024-07-16,2024,4.95,41,North America,4.95
295900451,Great Blue Heron,Ardea herodias,Carl Bergstrom,2021-01-06,2021,4.95,323,North America,4.95
425510611,Eastern Screech-Owl,Megascops asio,Jack Starret,2022-03-15,2022,4.95,761,North America,4.95
417385121,Inca Tern,Larosterna inca,Ben  Lucking,2022-01-29,2022,4.95,529,South America,4.95
134895031,White-bellied Seedsnipe,Attagis malouinus,Esteban Daniels,2019-01-13,2019,4.95,94,South America,4.95
39404621,Pied Plover,Hoploxypterus cayanus,Luke Seitz,2016-11-05,2016,4.95,1535,South America,4.95
613014934,King Eider,Somateria spectabilis,Cesar Ponce,2024-01-02,2024,4.95,496,North America,4.95
625375959,Strange-tailed Tyrant,Alectrurus risora,David F. Belmonte,2024-10-08,2024,4.95,88,South America,4.95
217711091,Northern Shoveler,Spatula clypeata,Brad Imhoff,2020-03-22,2020,4.95,619,North America,4.95
621151075,Guira Cuckoo,Guira guira,Fernando Calmon,2024-06-28,2024,4.95,118,South America,4.95
521747701,Black Scoter,Melanitta americana,Charles Villeneuve,2023-01-07,2023,4.95,318,North America,4.95
368609931,Rufous-throated Dipper,Cinclus schulzii,Daniela Zaffignani,2016-09-26,2016,4.95,154,South America,4.95
381214131,Black-browed Albatross,Thalassarche melanophris,Claudio Véliz,2021-10-20,2021,4.95,92,South America,4.95
344426191,Red-necked Grebe,Podiceps grisegena,Tyler Ficker,2021-05-23,2021,4.95,377,North America,4.95
543321491,Great Horned Owl,Bubo virginianus,Brent Angelo,2023-03-07,2023,4.95,42,North America,4.95
104206781,Black-capped Petrel (White-faced),Pterodroma hasitata (White-faced),Brian Sullivan,2018-06-08,2018,4.95,289,North America,4.95
323434401,Spinifex Pigeon,Geophaps plumifera,Nik Mulconray,2021-04-04,2021,4.95,123,Australia,4.95
480362801,Araripe Manakin,Chiroxiphia bokermanni,Kevin Berkoff,2022-08-05,2022,4.95,58,South America,4.95
622259282,Eurasian Nightjar,Caprimulgus europaeus,Angus W,2024-08-07,2024,4.95,22,Europe,4.95
469622721,Little Wattlebird,Anthochaera chrysoptera,John  Van Doorn,2022-07-24,2022,4.95,65,Australia,4.95
184001851,Ruby-crowned Kinglet,Corthylio calendula,Lin McGrew,2019-10-24,2019,4.95,62,North America,4.95
610831004,Red Phalarope,Phalaropus fulicarius,José Maria Ayuela Azcarate,2023-11-06,2023,4.95,22,Europe,4.95
373214831,Sacred Kingfisher,Todiramphus sanctus,Lorix Bertling,2021-09-28,2021,4.95,62,Australia,4.95
348481561,Brown Thrasher,Toxostoma rufum,John Wyatt,2021-06-15,2021,4.95,61,North America,4.95
622891088,Sedge Wren,Cistothorus stellaris,Kelly Ballantyne,2024-08-24,2024,4.95,61,North America,4.95
490078981,Spruce Grouse,Canachites canadensis,François Hamel,2022-10-03,2022,4.95,60,North America,4.95
122886261,Ruby-crowned Kinglet,Corthylio calendula,Mike Stewart,2018-11-10,2018,4.95,82,North America,4.95
429459141,American Wigeon,Mareca americana,James Patten,2022-03-27,2022,4.95,88,North America,4.95
362008201,Stilt Sandpiper,Calidris himantopus,Joanne Priest,2021-08-16,2021,4.95,59,North America,4.95
241844691,Common Goldeneye,Bucephala clangula,Cam Nikkel,2020-06-07,2020,4.95,59,North America,4.95
399775021,Mottled Duck,Anas fulvigula,Andy Wilson,2021-12-28,2021,4.95,84,North America,4.95
316490341,African Penguin,Spheniscus demersus,Regard Van Dyk,2021-03-12,2021,4.95,290,Africa,4.95
114152581,Undulated Tinamou,Crypturellus undulatus,Juan José Chalco Luna,2018-07-28,2018,4.95,20,South America,4.95
508945871,Blue-throated Hillstar,Oreotrochilus cyanolaemus,Santiago Salazar,2022-11-06,2022,4.95,20,South America,4.95
303623961,Northern Mockingbird,Mimus polyglottos,John Missing,2021-01-19,2021,4.95,96,North America,4.95
517999261,Rusty-winged Barbtail,Premnornis guttuliger,John Mills,2022-12-29,2022,4.95,20,South America,4.95
537294301,Sparkling Violetear,Colibri coruscans,Nestor Monsalve (@birds.nestor),2023-01-21,2023,4.95,20,South America,4.95
616862827,African Finfoot,Podica senegalensis,Daniel Engelbrecht - Birding Ecotours,2024-03-30,2024,4.95,140,Africa,4.95
441953701,Louisiana Waterthrush,Parkesia motacilla,Malcolm Kurtz,2022-04-30,2022,4.95,64,North America,4.95
620613186,American Oystercatcher,Haematopus palliatus,Vincent Iadevaia,2024-06-19,2024,4.95,74,North America,4.95
538782591,Ecuadorian Tapaculo,Scytalopus robbinsi,Juan Carlos Navarro,2023-02-23,2023,4.95,21,South America,4.95
127791711,Curlew Sandpiper,Calidris ferruginea,Steven McBride,2018-12-05,2018,4.95,65,Australia,4.95
350353901,Brolga,Antigone rubicunda,Campbell Paine,2021-06-26,2021,4.95,124,Australia,4.95
618980360,Wilson's Phalarope,Phalaropus tricolor,Leo Weiskittel,2024-05-13,2024,4.95,76,North America,4.95
609722123,Common Bronzewing,Phaps chalcoptera,Elspeth M,2023-09-28,2023,4.95,155,Australia,4.95
627113353,Royal Penguin,Eudyptes schlegeli,Oscar Thomas,2024-11-27,2024,4.95,176,Australia,4.95
566182081,Red Phalarope,Phalaropus fulicarius,Mark Faherty,2023-05-02,2023,4.95,74,North America,4.95
423683071,Satin Bowerbird,Ptilonorhynchus violaceus,McKinley Moens,2021-12-02,2021,4.95,113,Australia,4.95
64935911,Yellow-throated Warbler (dominica/stoddardi),Setophaga dominica dominica/stoddardi,Sam Miller,2017-07-23,2017,4.95,76,North America,4.95
269551241,Harris's Sparrow,Zonotrichia querula,Chris Rees,2020-10-09,2020,4.95,76,North America,4.95
334908971,Northern House Wren,Troglodytes aedon,Mitchell Goldfarb,2021-05-07,2021,4.95,81,North America,4.95
526757791,Australian Owlet-nightjar,Aegotheles cristatus,Nick Rogers,2023-01-22,2023,4.95,96,Australia,4.95
200236401,Common Bronzewing,Phaps chalcoptera,Paul Brooks,2020-01-18,2020,4.95,82,Australia,4.95
495604361,Song Sparrow,Melospiza melodia,Tim Emmerzaal,2022-10-16,2022,4.95,74,North America,4.95
350531151,Belted Kingfisher,Megaceryle alcyon,Tom Warren,2021-06-26,2021,4.95,73,North America,4.95
357747441,Shining Flycatcher,Myiagra alecto,Steve Popple,2021-07-30,2021,4.95,80,Australia,4.95
493539431,Pectoral Sandpiper,Calidris melanotos,Ted Bradford,2022-10-13,2022,4.95,66,North America,4.95
166939771,Tufted Puffin,Fratercula cirrhata,Daniel Tinoco,2016-05-26,2016,4.95,66,North America,4.95
474974921,Cape Verde Shearwater,Calonectris edwardsii,Nick Bonomo,2022-08-12,2022,4.95,66,North America,4.95
445759621,Prairie Warbler,Setophaga discolor,Graham Schmidt,2022-05-08,2022,4.95,66,North America,4.95
425365901,White-capped Albatross,Thalassarche cauta,Jeremy Edwards,2022-03-12,2022,4.95,65,Australia,4.95
84767021,Chotoy Spinetail,Schoeniophylax phryganophilus,Bruno Rennó,2015-09-10,2015,4.95,21,South America,4.95
206709941,White-crowned Sparrow,Zonotrichia leucophrys,Donna Pomeroy,2020-02-01,2020,4.95,93,North America,4.95
204137651,White Bellbird,Procnias albus,Anselmo  d'Affonseca,2019-02-20,2019,4.95,58,South America,4.95
312839401,Boreal Owl,Aegolius funereus,Ken Pride,2021-03-01,2021,4.95,136,North America,4.95
205025041,Northern Bald Ibis,Geronticus eremita,Jesus Barreda,2017-09-09,2017,4.95,39,Africa,4.95
49277601,Bachman's Sparrow,Peucaea aestivalis,Howard West,2017-02-20,2017,4.95,132,North America,4.95
485895791,Connecticut Warbler,Oporornis agilis,Will Sweet,2022-09-20,2022,4.95,147,North America,4.95
609976569,LeConte's Sparrow,Ammospiza leconteii,Gary Mueller,2023-10-15,2023,4.95,128,North America,4.95
616417387,Spotted Crake,Porzana porzana,Onur Salkım,2024-03-23,2024,4.95,20,Europe,4.95
450671211,Marbled Duck,Marmaronetta angustirostris,Isabel Gómez Carrasco,2022-05-15,2022,4.95,20,Europe,4.95
384425421,Tawny Owl,Strix aluco,Dmytro & Elena Moraru,2021-10-21,2021,4.95,20,Europe,4.95
389630751,Northern Pintail,Anas acuta,Vasura Jayaweera,2021-11-19,2021,4.95,170,North America,4.95
171315581,Crested Eagle,Morphnus guianensis,Willian Menq,2019-08-03,2019,4.95,37,South America,4.95
246085731,Common Nighthawk,Chordeiles minor,Andrew Dreelin,2020-06-14,2020,4.95,165,North America,4.95
606420571,Austral Pygmy-Owl,Glaucidium nana,Jorge Vidal Melián,2023-08-16,2023,4.95,37,South America,4.95
386091681,Ruby-crowned Kinglet,Corthylio calendula,Barbara Swanson,2021-11-04,2021,4.95,162,North America,4.95
443832551,Sulphur-winged Parakeet,Pyrrhura hoffmanni,Leonardo Valverde,2020-10-18,2020,4.95,149,North America,4.95
532337071,American Kestrel,Falco sparverius,Mark Parker,2023-02-06,2023,4.95,181,North America,4.95
140771771,Least Grebe,Tachybaptus dominicus,Daniel Grossi,2019-02-11,2019,4.95,183,North America,4.95
502624171,Inti Tanager,Heliothraupis oneilli,Rob Jansen - RobJansenphotography.com,2022-10-07,2022,4.95,43,South America,4.95
257386271,Northern Cardinal,Cardinalis cardinalis,Suzie McCann,2019-06-02,2019,4.95,219,North America,4.95
614904865,Pileated Woodpecker,Dryocopus pileatus,Stephen Taylor,2024-02-16,2024,4.95,44,North America,4.95
136545421,Black-throated Mango,Anthracothorax nigricollis,John Deitsch,2019-01-20,2019,4.95,55,South America,4.95
173151251,Least Sandpiper,Calidris minutilla,Sharif Uddin,2019-08-17,2019,4.95,126,North America,4.95
355048081,Roseate Spoonbill,Platalea ajaja,Alicia Ambers,2021-07-17,2021,4.95,131,North America,4.95
614914783,Ruby-crowned Kinglet,Corthylio calendula,Alex Leeder,2024-02-16,2024,4.95,57,North America,4.95
459618071,Barred Owl,Strix varia,Nick Parayko,2022-06-13,2022,4.95,41,North America,4.95
443400591,Least Tern,Sternula antillarum,Jared Conaway,2022-05-01,2022,4.95,95,North America,4.95
621895925,Green Heron,Butorides virescens,Kayann Cassidy,2024-07-26,2024,4.95,56,North America,4.95
97077211,White Woodpecker,Melanerpes candidus,James Moore (Maryland),2017-07-26,2017,4.95,22,South America,4.95
179183091,Northern Pintail,Anas acuta,Levi Plummer,2019-09-21,2019,4.95,101,North America,4.95
160532871,Spot-flanked Gallinule,Porphyriops melanops,Diego Villagran,2019-05-19,2019,4.95,22,South America,4.95
324613421,Sandhill Crane,Antigone canadensis,Justin Bright,2021-04-09,2021,4.95,96,North America,4.95
442263481,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Joaquin Muñoz,2022-04-30,2022,4.95,22,South America,4.95
610670629,Blackish Rail,Pardirallus nigricans,Daniel Restrepo (5-22 Fotografía Biodiversa),2023-10-26,2023,4.95,22,South America,4.95
614817204,Blue Petrel,Halobaena caerulea,Daniel Danckwerts (Rockjumper Birding Tours),2022-11-02,2022,4.95,22,South America,4.95
429726501,Lincoln's Sparrow,Melospiza lincolnii,Kevin (Seth) Long,2022-03-28,2022,4.95,55,North America,4.95
619990284,Bachman's Sparrow,Peucaea aestivalis,Kaysea Bruce,2024-06-01,2024,4.95,101,North America,4.95
207415921,Surfbird,Calidris virgata,Paul Maury,2019-09-29,2019,4.95,102,North America,4.95
469059031,Crested Bellbird,Oreoica gutturalis,Mansour Vahedi,2022-07-12,2022,4.95,42,Australia,4.95
459903931,Eastern Yellow Robin,Eopsaltria australis,Ben Johns,2022-06-11,2022,4.95,42,Australia,4.95
35210441,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Daniel Mantle,2016-08-21,2016,4.95,42,Australia,4.95
434838141,Kentucky Warbler,Geothlypis formosa,Amber Miller,2022-04-12,2022,4.95,120,North America,4.95
524531131,American Bittern,Botaurus lentiginosus,Stevan Hubbard,2023-01-15,2023,4.95,116,North America,4.95
251763511,Antarctic Prion,Pachyptila desolata,Chris Burwell,2020-07-25,2020,4.95,39,Australia,4.95
580581231,Stejneger's Scoter,Melanitta stejnegeri,Enric Fernandez,2023-06-02,2023,4.95,41,North America,4.95
43164261,Eurasian Dotterel,Eudromias morinellus,Ian Davies,2015-06-18,2015,4.95,938,Europe,4.95
68935601,African Oystercatcher,Haematopus moquini,Sharon Kennedy,2017-09-02,2017,4.95,20,Africa,4.95
228848821,Common Merganser,Mergus merganser,Maryse Neukomm,2020-04-29,2020,4.95,252,Europe,4.95
58190091,Cassin's Finch,Haemorhous cassinii,Milton Vine,2017-05-15,2017,4.95,38,North America,4.95
318078351,Oriental Greenfinch,Chloris sinica,Jugdernamjil Nergui,2021-03-16,2021,4.95,21,Asia,4.95
614937016,Jack Snipe,Lymnocryptes minimus,Vojta Fejkl,2024-02-17,2024,4.95,149,Europe,4.95
175414741,Rufous-throated Partridge,Arborophila rufogularis,Rahul  Sharma,2018-09-04,2018,4.95,39,Asia,4.95
160096501,Seaside Sparrow,Ammospiza maritima,Bert Filemyr,2019-05-21,2019,4.95,38,North America,4.95
536940571,Bar-winged Flycatcher-shrike,Hemipus picatus,Rounak Patra,2023-02-18,2023,4.95,21,Asia,4.95
305554181,Common Kingfisher,Alcedo atthis,Lars Petersson | My World of Bird Photography,2021-02-02,2021,4.95,170,Europe,4.95
255306661,Greater Flamingo,Phoenicopterus roseus,Rajdeep Mitra,2019-06-06,2019,4.95,62,Asia,4.95
481904731,Double-crested Cormorant,Nannopterum auritum,Lambert Gauthier,2022-09-03,2022,4.95,39,North America,4.95
299537801,Indian Paradise-Flycatcher,Terpsiphone paradisi,Ravi Arunachalam,2018-12-09,2018,4.95,88,Asia,4.95
204359721,Bearded Reedling,Panurus biarmicus,Carlos M García,2017-10-14,2017,4.95,42,Europe,4.95
621688721,Curlew Sandpiper,Calidris ferruginea,Pierre Deviche,2024-07-20,2024,4.95,39,North America,4.95
619068153,Yellow-headed Caracara,Daptrius chimachima,Caleb P.,2024-05-14,2024,4.95,39,North America,4.95
345251401,Collared Pratincole,Glareola pratincola,Rubén López Baena,2021-05-31,2021,4.95,61,Europe,4.95
602286241,Limpkin,Aramus guarauna,Gerard Phillips,2023-08-10,2023,4.95,37,North America,4.95
334494811,Cetti's Warbler,Cettia cetti,Ogün Aydin,2018-02-27,2018,4.95,93,Asia,4.95
376317621,LeConte's Sparrow,Ammospiza leconteii,Wei Lu,2021-10-09,2021,4.95,38,North America,4.95
500238701,Evening Grosbeak,Coccothraustes vespertinus,Larry Reis,2022-11-03,2022,4.95,38,North America,4.95
623663063,Hill Pigeon,Columba rupestris,arjun basandrai,2024-06-29,2024,4.95,61,Asia,4.95
312218091,Eurasian Goshawk,Astur gentilis,Mario Vigo,2021-02-03,2021,4.95,188,Europe,4.95
552119441,Trumpeter Finch,Bucanetes githagineus,Gabriela Kretosz,2023-02-25,2023,4.95,83,Asia,4.95
508382721,Marbled Godwit,Limosa fedoa,Joey McCracken,2022-11-28,2022,4.95,37,North America,4.95
534896841,Double-banded Courser,Smutsornis africanus,Zachary Arnold,2022-11-17,2022,4.95,20,Africa,4.95
391581551,Common Kingfisher,Alcedo atthis,Raghavendra  Pai,2021-11-28,2021,4.95,169,Asia,4.95
558592711,Masked Shrike,Lanius nubicus,Ran Nathan,2023-04-16,2023,4.95,20,Asia,4.95
201664781,Barred Owl,Strix varia,Dave Rintoul,2018-07-30,2018,4.95,37,North America,4.95
